Timestamp,Username,System Name,IP Address
2025-12-18 22:27:41,mthanvitha,OTX-2H8RJ64.opentext.net,10.193.96.30
2025-12-18 22:28:03,mthanvitha,OTX-2H8RJ64.opentext.net,10.193.96.30
2025-12-18 22:30:27,mthanvitha,OTX-2H8RJ64.opentext.net,10.193.96.30
2025-12-18 22:46:22,mthanvitha,OTX-2H8RJ64.opentext.net,10.193.96.30
2025-12-22 11:12:44,Guest/Direct Link,OTX-2H8RJ64.opentext.net,10.193.97.132
2025-12-22 11:13:18,mthanvitha,OTX-2H8RJ64.opentext.net,10.193.97.132
